STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",6/30/2004,71,84,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/1/2004,75,86,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/2/2004,79,91,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/3/2004,76,86,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/4/2004,74,79,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/5/2004,82,92,72
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/6/2004,79,89,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/7/2004,79,90,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/8/2004,77,87,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/9/2004,75,86,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/10/2004,74,87,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/11/2004,76,86,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/12/2004,79,85,73
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/13/2004,78,84,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/14/2004,79,88,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/15/2004,73,82,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/16/2004,75,84,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/17/2004,75,86,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/18/2004,71,75,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/19/2004,75,83,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/20/2004,76,87,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/21/2004,78,90,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/22/2004,79,89,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/23/2004,77,82,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/24/2004,74,78,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/25/2004,71,73,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/26/2004,73,79,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/27/2004,78,85,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/28/2004,77,83,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/29/2004,75,85,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/30/2004,80,87,73
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/31/2004,81,88,74
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/1/2004,78,82,73
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/2/2004,80,86,73
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/3/2004,79,87,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/4/2004,80,90,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/5/2004,73,76,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/6/2004,64,73,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/7/2004,64,74,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/8/2004,68,81,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/9/2004,72,86,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/10/2004,76,86,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/11/2004,78,86,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/12/2004,75,82,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/13/2004,74,80,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/14/2004,68,71,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/15/2004,71,78,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/16/2004,74,83,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/17/2004,71,80,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/18/2004,75,83,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/19/2004,79,87,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/20/2004,80,91,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/21/2004,71,80,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/22/2004,68,79,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/23/2004,74,88,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/24/2004,74,86,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/25/2004,76,81,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/26/2004,77,84,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/27/2004,78,86,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/28/2004,80,90,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/29/2004,79,89,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/30/2004,78,85,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/31/2004,74,84,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/1/2004,73,85,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/2/2004,72,83,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/3/2004,72,82,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/4/2004,75,84,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/5/2004,72,82,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/6/2004,70,75,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/7/2004,74,81,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/8/2004,75,78,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/9/2004,74,83,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/10/2004,72,83,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/11/2004,69,78,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/12/2004,71,81,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/13/2004,72,84,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/14/2004,71,79,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/15/2004,66,69,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/16/2004,73,78,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/17/2004,75,82,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/18/2004,66,74,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/19/2004,58,71,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/20/2004,59,72,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/21/2004,66,83,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/22/2004,70,85,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/23/2004,72,86,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/24/2004,70,79,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/25/2004,67,77,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/26/2004,65,73,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/27/2004,66,75,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/28/2004,71,75,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/29/2004,68,71,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/30/2004,64,75,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/1/2004,63,75,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/2/2004,67,71,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/3/2004,62,70,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/4/2004,64,74,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/5/2004,53,63,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/6/2004,52,66,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/7/2004,59,76,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/8/2004,62,77,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/9/2004,61,71,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/10/2004,61,71,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/11/2004,54,64,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/12/2004,52,66,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/13/2004,50,62,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/14/2004,59,67,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/15/2004,56,64,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/16/2004,53,61,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/17/2004,51,62,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/18/2004,47,61,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/19/2004,55,56,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/20/2004,52,53,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/21/2004,52,54,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/22/2004,49,56,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/23/2004,49,58,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/24/2004,46,51,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/25/2004,52,56,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/26/2004,54,64,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/27/2004,55,65,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/28/2004,54,61,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/29/2004,55,58,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/30/2004,63,70,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/31/2004,64,76,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/1/2004,55,68,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/2/2004,59,70,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/3/2004,57,68,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/4/2004,46,51,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/5/2004,47,56,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/6/2004,49,62,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/7/2004,54,71,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/8/2004,46,58,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/9/2004,40,48,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/10/2004,39,51,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/11/2004,48,58,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/12/2004,46,50,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/13/2004,42,49,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/14/2004,42,52,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/15/2004,46,60,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/16/2004,48,63,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/17/2004,49,61,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/18/2004,56,65,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/19/2004,53,62,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/20/2004,56,59,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/21/2004,57,64,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/22/2004,53,55,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/23/2004,51,53,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/24/2004,57,62,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/25/2004,52,66,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/26/2004,39,48,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/27/2004,43,53,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/28/2004,47,59,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/29/2004,42,51,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/30/2004,44,52,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/1/2004,47,56,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/2/2004,40,51,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/3/2004,39,50,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/4/2004,36,48,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/5/2004,45,57,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/6/2004,45,52,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/7/2004,54,62,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/8/2004,50,61,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/9/2004,42,50,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/10/2004,51,52,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/11/2004,46,53,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/12/2004,44,49,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/13/2004,41,48,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/14/2004,34,40,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/15/2004,30,38,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/16/2004,33,47,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/17/2004,39,48,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/18/2004,35,47,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/19/2004,30,40,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/20/2004,16,23,9
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/21/2004,28,40,16
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/22/2004,43,60,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/23/2004,46,57,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/24/2004,28,35,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/25/2004,24,31,17
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/26/2004,26,34,17
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/27/2004,25,31,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/28/2004,25,35,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/29/2004,41,50,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/30/2004,38,47,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/31/2004,49,60,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/1/2005,54,67,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/2/2005,42,47,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/3/2005,52,65,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/4/2005,51,64,48
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/5/2005,43,48,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/6/2005,40,43,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/7/2005,43,48,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/8/2005,45,52,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/9/2005,36,41,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/10/2005,41,54,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/11/2005,40,45,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/12/2005,44,47,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/13/2005,57,70,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/14/2005,51,66,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/15/2005,32,35,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/16/2005,33,37,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/17/2005,22,28,16
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/18/2005,18,23,12
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/19/2005,19,26,12
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/20/2005,28,34,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/21/2005,22,29,15
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/22/2005,17,21,13
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/23/2005,18,22,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/24/2005,29,26,9
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/25/2005,27,35,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/26/2005,38,47,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/27/2005,22,29,15
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/28/2005,20,29,10
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/29/2005,23,35,10
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/30/2005,32,36,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/31/2005,30,39,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/1/2005,27,38,15
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/2/2005,28,42,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/3/2005,32,37,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/4/2005,40,47,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/5/2005,43,56,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/6/2005,39,53,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/7/2005,41,54,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/8/2005,47,59,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/9/2005,49,58,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/10/2005,39,47,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/11/2005,34,41,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/12/2005,39,51,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/13/2005,38,50,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/14/2005,42,50,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/15/2005,49,62,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/16/2005,49,63,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/17/2005,37,44,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/18/2005,26,31,21
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/19/2005,26,36,16
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/20/2005,32,42,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/21/2005,41,49,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/22/2005,43,48,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/23/2005,40,46,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/24/2005,30,35,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/25/2005,30,36,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/26/2005,29,42,16
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/27/2005,32,37,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/28/2005,32,33,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/1/2005,33,39,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/2/2005,30,34,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/3/2005,28,33,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/4/2005,30,42,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/5/2005,36,45,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/6/2005,41,55,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/7/2005,56,69,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/8/2005,42,61,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/9/2005,27,34,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/10/2005,28,39,17
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/11/2005,42,53,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/12/2005,38,48,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/13/2005,42,48,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/14/2005,39,45,32
