STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/13/2006,61.5,67,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/14/2006,64.5,68,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/15/2006,65.5,72,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/16/2006,69.5,76,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/17/2006,70,82,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/18/2006,71,83,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/19/2006,68,78,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/20/2006,60,68,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/21/2006,57,68,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/22/2006,58,70,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/23/2006,72,80,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/24/2006,72,82,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/25/2006,64,74,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/26/2006,62,76,48
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/27/2006,63.5,76,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/28/2006,65.5,78,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/29/2006,56,66,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/30/2006,54,66,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/1/2006,60.5,70,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/2/2006,60,73,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/3/2006,69,81,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/4/2006,71.5,82,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/5/2006,65,74,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/6/2006,54,57,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/7/2006,52,57,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/8/2006,60,70,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/9/2006,62,78,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/10/2006,66,79,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/11/2006,62.5,68,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/12/2006,56,70,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/13/2006,43.5,55,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/14/2006,46.5,61,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/15/2006,46,60,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/16/2006,49.5,64,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/17/2006,58,63,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/18/2006,68,74,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/19/2006,64.5,68,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/20/2006,56.5,69,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/21/2006,50.5,61,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/22/2006,49.5,62,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/23/2006,46.5,53,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/24/2006,45,51,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/25/2006,46,54,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/26/2006,45,54,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/27/2006,48.5,55,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/28/2006,54,63,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/29/2006,47,59,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/30/2006,50.5,68,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/31/2006,55.5,73,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/1/2006,61.5,72,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/2/2006,48.5,58,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/3/2006,38.5,46,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/4/2006,36,46,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/5/2006,40,52,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/6/2006,42,53,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/7/2006,44,55,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/8/2006,58,61,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/9/2006,60.5,70,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/10/2006,60.5,74,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/11/2006,61.5,77,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/12/2006,55,64,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/13/2006,53.5,59,48
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/14/2006,58,64,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/15/2006,57.5,62,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/16/2006,62,68,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/17/2006,50.5,60,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/18/2006,44,51,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/19/2006,43,50,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/20/2006,40,46,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/21/2006,41,47,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/22/2006,41,44,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/23/2006,43.5,48,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/24/2006,49.5,63,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/25/2006,43,57,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/26/2006,46,61,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/27/2006,46.5,60,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/28/2006,50,63,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/29/2006,51,55,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/30/2006,62,71,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/1/2006,60,75,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/2/2006,42.5,48,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/3/2006,35.5,43,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/4/2006,32,40,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/5/2006,31,40,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/6/2006,36,51,21
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/7/2006,39.5,55,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/8/2006,28,34,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/9/2006,30.5,43,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/10/2006,41,58,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/11/2006,46.5,63,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/12/2006,42.5,53,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/13/2006,47.5,56,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/14/2006,47,55,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/15/2006,47.5,60,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/16/2006,43,53,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/17/2006,45,61,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/18/2006,59.5,72,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/19/2006,41.5,51,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/20/2006,37,49,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/21/2006,44,53,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/22/2006,48.5,53,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/23/2006,53.5,60,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/24/2006,42,53,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/25/2006,40,50,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/26/2006,48.5,53,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/27/2006,39,47,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/28/2006,38.5,49,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/29/2006,40.5,51,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/30/2006,45.5,54,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/31/2006,41.5,45,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/1/2007,48.5,53,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/2/2007,39.5,50,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/3/2007,40.5,55,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/4/2007,45,61,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/5/2007,52.5,62,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/6/2007,63.5,71,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/7/2007,50,56,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/8/2007,43.5,53,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/9/2007,38.5,47,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/10/2007,30.5,37,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/11/2007,31,42,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/12/2007,42.5,50,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/13/2007,57.5,65,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/14/2007,58.5,67,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/15/2007,58.5,68,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/16/2007,47,64,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/17/2007,28,34,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/18/2007,26.5,35,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/19/2007,38,46,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/20/2007,30,36,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/21/2007,24,29,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/22/2007,30,33,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/23/2007,34.5,41,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/24/2007,35.5,42,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/25/2007,28.5,37,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/26/2007,22.5,31,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/27/2007,37,54,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/28/2007,36.5,45,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/29/2007,25.5,31,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/30/2007,30,41,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/31/2007,26.5,33,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/1/2007,29,34,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/2/2007,34.5,38,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/3/2007,28,34,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/4/2007,25.5,32,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/5/2007,15.5,20,11
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/6/2007,16,24,8
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/7/2007,21.5,27,16
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/8/2007,22,27,17
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/9/2007,25.5,33,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/10/2007,25,35,15
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/11/2007,24,38,10
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/12/2007,33.5,46,21
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/13/2007,31,36,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/14/2007,28,36,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/15/2007,20,24,16
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/16/2007,19.5,27,12
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/17/2007,24.5,37,12
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/18/2007,27,33,21
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/19/2007,24.5,34,15
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/20/2007,39.5,47,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/21/2007,41,52,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/22/2007,43,55,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/23/2007,32.5,38,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/24/2007,33,43,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/25/2007,33,36,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/26/2007,37.5,43,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/27/2007,40.5,51,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/28/2007,39,50,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/1/2007,39.5,50,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/2/2007,50,62,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/3/2007,43.5,58,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/4/2007,35.5,40,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/5/2007,38,49,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/6/2007,24.5,31,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/7/2007,23,27,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/8/2007,26,38,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/9/2007,33,42,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/10/2007,46.5,66,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/11/2007,44.5,57,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/12/2007,43,59,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/13/2007,54.5,73,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/14/2007,62.5,83,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/15/2007,56.5,75,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/16/2007,34,39,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/17/2007,30.5,34,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/18/2007,34.5,42,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/19/2007,39,55,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/20/2007,50,60,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/21/2007,39,43,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/22/2007,58.5,75,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/23/2007,65.5,76,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/24/2007,51,55,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/25/2007,50.5,59,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/26/2007,52.5,64,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/27/2007,65.5,82,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/28/2007,60.5,70,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/29/2007,50.5,61,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/30/2007,49,66,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/31/2007,48.5,59,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/1/2007,51.5,56,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/2/2007,63,80,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/3/2007,57.5,69,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/4/2007,48,54,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/5/2007,39.5,45,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/6/2007,38.5,45,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/7/2007,35.5,40,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/8/2007,36.5,44,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/9/2007,36.5,47,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/10/2007,40.5,51,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/11/2007,41,53,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/12/2007,52.5,62,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/13/2007,46,56,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/14/2007,45,58,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/15/2007,44.5,47,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/16/2007,43.5,46,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/17/2007,49,54,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/18/2007,47.5,53,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/19/2007,50,56,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/20/2007,55.5,71,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/21/2007,58.5,77,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/22/2007,63.5,82,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/23/2007,66,85,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/24/2007,71.5,82,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/25/2007,63,72,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/26/2007,53.5,58,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/27/2007,58.5,68,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/28/2007,60.5,69,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/29/2007,60.5,75,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/30/2007,66,84,48
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/1/2007,63,74,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/2/2007,69,83,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/3/2007,60,69,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/4/2007,56.5,71,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/5/2007,59,70,48
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/6/2007,54.5,63,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/7/2007,52.5,66,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/8/2007,55.5,75,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/9/2007,66.5,79,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/10/2007,73,80,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/11/2007,74,85,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/12/2007,69.5,81,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/13/2007,59,71,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/14/2007,55,71,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/15/2007,71,85,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/16/2007,71.5,85,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/17/2007,61.5,70,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/18/2007,58,63,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/19/2007,59.5,73,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/20/2007,66,78,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/21/2007,61.5,73,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/22/2007,60,76,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5/23/2007,63.5,77,50
